,URL_ID,URL,Positive Score,Negative Score,Polarity,Subjectivity,Average Sentence Length,Complex Words,Percentage of Complex words,Fog Index,Average_Number_of_Words_Per_Sentence,complex_words,Word Count,Syllable Count Per Word,Personal Pronouns,Average Word Length
0,blackassign0001,https://insights.blackcoffer.com/rising-it-cities-and-its-impact-on-the-economy-environment-infrastructure-and-city-life-by-the-year-2040-2/,33,-5,1.3571428086734711,0.043545878625900654,8.139240506329115,608,0.9455676516329704,3.4431129247168557,8.139240506329115,608,643,2257,5,9.18040435458787
1,blackassign0002,https://insights.blackcoffer.com/rising-it-cities-and-their-impact-on-the-economy-environment-infrastructure-and-city-life-in-future/,58,-31,3.296296174211253,0.03187721365776008,10.5875,823,0.9716646989374262,4.3584993924665865,10.5875,823,847,3202,2,9.877213695395513
2,blackassign0003,https://insights.blackcoffer.com/internet-demands-evolution-communication-impact-and-2035s-alternative-pathways/,37,-23,4.285713979591859,0.020618556670664864,11.912280701754385,610,0.898379970544919,5.303894161633592,11.912280701754385,610,679,2554,12,10.023564064801178
3,blackassign0004,https://insights.blackcoffer.com/rise-of-cybercrime-and-its-effect-in-upcoming-future/,36,-71,-3.057142944489798,-0.05401234559565996,12.461538461538462,581,0.8966049382716049,5.559433337746591,12.461538461538462,581,648,2476,4,10.118827160493828
4,blackassign0005,https://insights.blackcoffer.com/ott-platform-and-its-impact-on-the-entertainment-industry-in-future/,21,-8,2.230769059171611,0.03430079146622483,9.475,361,0.9525065963060686,3.978975069252078,9.475,361,379,1468,4,10.474934036939313
5,blackassign0006,https://insights.blackcoffer.com/the-rise-of-the-ott-platform-and-its-impact-on-the-entertainment-industry-by-2040/,84,-24,1.7999999700000007,0.05338078287065766,12.629213483146067,1022,0.9092526690391459,5.555865344444689,12.629213483146067,1022,1124,4188,6,10.108540925266905
6,blackassign0007,https://insights.blackcoffer.com/rise-of-cyber-crime-and-its-effects/,31,-60,-3.1379311426872807,-0.038512616150713656,9.907894736842104,722,0.9588313413014609,4.133321183846042,9.907894736842104,722,753,2727,0,9.569721115537849
7,blackassign0008,https://insights.blackcoffer.com/rise-of-internet-demand-and-its-impact-on-communications-and-alternatives-by-the-year-2035-2/,27,-9,1.999999888888895,0.034951456242812706,10.729166666666666,440,0.8543689320388349,5.023200757575758,10.729166666666666,440,515,1891,3,9.840776699029126
8,blackassign0009,https://insights.blackcoffer.com/rise-of-cybercrime-and-its-effect-by-the-year-2040-2/,35,-49,-6.000000428571459,-0.02197802194351959,10.982758620689655,572,0.8979591836734694,4.892319749216301,10.982758620689655,572,637,2371,2,9.814756671899529
9,blackassign0010,https://insights.blackcoffer.com/rise-of-cybercrime-and-its-effect-by-the-year-2040/,135,-173,-8.10526337119114,-0.01949717803001684,8.154811715481172,1887,0.9681888147768086,3.3690997421246003,8.154811715481172,1887,1949,7808,13,10.543868650590046
10,blackassign0011,https://insights.blackcoffer.com/rise-of-internet-demand-and-its-impact-on-communications-and-alternatives-by-the-year-2035/,60,-19,1.9268292212968483,0.04739884387583949,12.720588235294118,777,0.8982658959537573,5.664509046861988,12.720588235294118,777,865,3235,2,9.982658959537572
11,blackassign0012,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-3-2/,76,-24,1.9230768860946754,0.056034482698238706,11.6,922,0.9935344827586207,4.670195227765727,11.6,922,928,3784,2,10.358836206896552
12,blackassign0013,https://insights.blackcoffer.com/rise-of-e-health-and-its-impact-on-humans-by-the-year-2030/,38,-13,2.039999918400003,0.07861635195403663,12.72,322,1.0125786163522013,5.024795031055901,12.72,322,318,1374,3,10.933962264150944
13,blackassign0014,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030-2/,19,-27,-5.75000071875009,-0.013136288976787702,8.826086956521738,553,0.9080459770114943,3.887947165657677,8.826086956521738,553,609,2202,3,9.770114942528735
14,blackassign0015,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2/,33,-27,9.999998333333611,0.008510638285800513,11.75,664,0.9418439716312057,4.990210843373494,11.75,664,705,2638,5,9.991489361702127
15,blackassign0016,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2-2/,33,-27,9.999998333333611,0.008510638285800513,11.75,664,0.9418439716312057,4.990210843373494,11.75,664,705,2638,5,9.991489361702127
16,blackassign0017,https://insights.blackcoffer.com/rise-of-chatbots-and-its-impact-on-customer-support-by-the-year-2040/,46,-10,1.5555555123456803,0.054545454462809916,10.153846153846153,653,0.9893939393939394,4.105077158675933,10.153846153846153,653,660,2444,2,10.015151515151516
17,blackassign0018,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030/,33,-10,1.8695651361058636,0.037459283326613545,13.644444444444444,543,0.8843648208469055,6.171409862901577,13.644444444444444,543,614,2307,1,10.053745928338762
18,blackassign0019,https://insights.blackcoffer.com/how-does-marketing-influence-businesses-and-consumers/,57,-6,1.235294093425606,0.05501618117042483,9.65625,892,0.9622437971952535,4.014055493273543,9.65625,892,927,3627,4,10.327939590075513
19,blackassign0020,https://insights.blackcoffer.com/how-advertisement-increase-your-market-value/,8,0,0.9999998750000157,0.03375527411917606,8.777777777777779,262,1.1054852320675106,3.176081424936387,8.777777777777779,262,237,1057,1,12.046413502109704
20,blackassign0021,https://insights.blackcoffer.com/negative-effects-of-marketing-on-society/,20,-44,-2.6666667777777824,-0.042628774347018165,11.26,551,0.9786856127886323,4.602090744101633,11.26,551,563,2247,4,10.50088809946714
21,blackassign0022,https://insights.blackcoffer.com/how-advertisement-marketing-affects-business/,12,-9,6.999997666667444,0.014492753553175104,7.392857142857143,212,1.0241545893719808,2.8873989218328844,7.392857142857143,212,207,839,4,10.676328502415458
22,blackassign0023,https://insights.blackcoffer.com/rising-it-cities-will-impact-the-economy-environment-infrastructure-and-city-life-by-the-year-2035/,30,-14,2.7499998281250106,0.022099447483288057,11.3125,708,0.9779005524861878,4.62725988700565,11.3125,708,724,2725,5,9.886740331491712
23,blackassign0024,https://insights.blackcoffer.com/rise-of-ott-platform-and-its-impact-on-entertainment-industry-by-the-year-2030/,21,-3,1.3333332592592633,0.057877813318720855,14.80952380952381,285,0.9163987138263665,6.464227234753551,14.80952380952381,285,311,1175,1,10.080385852090032
24,blackassign0025,https://insights.blackcoffer.com/rise-of-electric-vehicles-and-its-impact-on-livelihood-by-2040/,17,-9,3.249999593750051,0.014414414388442497,21.346153846153847,503,0.9063063063063063,9.421165315797523,21.346153846153847,503,555,1915,2,9.338738738738739
25,blackassign0026,https://insights.blackcoffer.com/rise-of-electric-vehicle-and-its-impact-on-livelihood-by-the-year-2040/,23,-14,4.111110654321039,0.017142857110204083,12.5,482,0.9180952380952381,5.446058091286307,12.5,482,525,1825,1,9.276190476190477
26,blackassign0027,https://insights.blackcoffer.com/oil-prices-by-the-year-2040-and-how-it-will-impact-the-world-economy/,26,-24,24.99998750000625,0.003169572102742358,11.685185185185185,654,1.0364500792393028,4.509695322233548,11.685185185185185,654,631,2425,19,10.194928684627575
27,blackassign0028,https://insights.blackcoffer.com/an-outlook-of-healthcare-by-the-year-2040-and-how-it-will-impact-human-lives/,32,-26,9.666665055555823,0.009917355355508504,15.125,547,0.9041322314049587,6.691499085923218,15.125,547,605,2297,4,10.211570247933885
28,blackassign0029,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,63,-33,3.1999998933333367,0.028382213785825717,13.727272727272727,994,0.9403973509933775,5.838924455825865,13.727272727272727,994,1057,3928,0,9.92147587511826
29,blackassign0030,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,56,-38,5.2222219320987815,0.027355623058730055,8.123456790123457,677,1.0288753799392096,3.1581888141218526,8.123456790123457,677,658,2683,3,10.867781155015198
30,blackassign0031,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,66,-35,3.25806441103018,0.03315508017844376,10.872093023255815,912,0.9754010695187165,4.458511831905345,10.872093023255815,912,935,3616,0,10.179679144385027
31,blackassign0032,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,57,-25,2.5624999199218776,0.04193971160951545,7.947916666666667,829,1.0865006553079948,2.9260605146763172,7.947916666666667,829,763,3181,15,10.931847968545217
32,blackassign0033,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,50,-24,2.8461537366863947,0.028665931611173173,11.3375,876,0.9658213891951488,4.695485159817352,11.3375,876,907,3429,6,10.183020948180816
33,blackassign0034,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,44,-23,3.19047603854876,0.03240740735739597,9.96923076923077,674,1.0401234567901234,3.833864414517234,9.96923076923077,674,648,2570,10,10.515432098765432
34,blackassign0035,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,26,-12,2.7142855204081773,0.03608247413380806,8.434782608695652,386,0.9948453608247423,3.391394458211309,8.434782608695652,386,388,1437,5,10.162371134020619
35,blackassign0036,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,0,0,0.0,0.0,4.0,3,0.75,2.1333333333333333,4.0,3,4,10,0,8.5
36,blackassign0037,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,37,-13,2.0833332465277814,0.06201550371572221,10.45945945945946,369,0.9534883720930233,4.387870797626895,10.45945945945946,369,387,1385,2,9.493540051679586
37,blackassign0038,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,64,-40,4.333333152777785,0.023255813930953665,12.585365853658537,1137,1.1017441860465116,4.569251560589485,12.585365853658537,1137,1032,4340,4,10.646317829457365
38,blackassign0039,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,47,-64,-6.529412148788951,-0.01578458680057141,10.257142857142858,1150,1.0677808727948004,3.8424149068322984,10.257142857142858,1150,1077,4135,0,9.909935004642525
